date,sku_id,customer_id,units_sold,revenue,unit_price,promo_flag
2024-07-04,SKU110,C001,69,131.1,1.9,False
2024-07-04,SKU110,C002,49,93.1,1.9,False
2024-07-04,SKU110,C003,65,123.5,1.9,False
2024-07-04,SKU110,C004,37,70.3,1.9,False
2024-07-04,SKU110,C005,33,62.7,1.9,False
2024-07-04,SKU110,C006,37,70.3,1.9,False
2024-07-04,SKU110,C007,72,136.8,1.9,False
2024-07-04,SKU110,C008,72,136.8,1.9,False
2024-07-04,SKU110,C009,53,100.7,1.9,False
2024-07-04,SKU110,C010,72,136.8,1.9,False
2024-07-04,SKU200,C001,89,106.8,1.2,False
2024-07-04,SKU200,C002,60,72.0,1.2,False
2024-07-04,SKU200,C003,76,91.2,1.2,False
2024-07-04,SKU200,C004,48,57.6,1.2,False
2024-07-04,SKU200,C005,49,58.8,1.2,False
2024-07-04,SKU200,C006,46,55.2,1.2,False
2024-07-04,SKU200,C007,86,103.2,1.2,False
2024-07-04,SKU200,C008,78,93.6,1.2,False
2024-07-04,SKU200,C009,76,91.2,1.2,False
2024-07-04,SKU200,C010,70,84.0,1.2,False
2024-07-04,SKU210,C001,75,97.5,1.3,False
2024-07-04,SKU210,C002,59,76.7,1.3,False
2024-07-04,SKU210,C003,67,87.1,1.3,False
2024-07-04,SKU210,C004,55,71.5,1.3,False
2024-07-04,SKU210,C005,47,61.1,1.3,False
2024-07-04,SKU210,C006,35,45.5,1.3,False
2024-07-04,SKU210,C007,67,87.1,1.3,False
2024-07-04,SKU210,C008,76,98.8,1.3,False
2024-07-04,SKU210,C009,77,100.1,1.3,False
2024-07-04,SKU210,C010,62,80.6,1.3,False
2024-07-04,SKU300,C001,53,79.5,1.5,False
2024-07-04,SKU300,C002,58,87.0,1.5,False
2024-07-04,SKU300,C003,56,84.0,1.5,False
2024-07-04,SKU300,C004,41,61.5,1.5,False
2024-07-04,SKU300,C005,33,49.5,1.5,False
2024-07-04,SKU300,C006,26,39.0,1.5,False
2024-07-04,SKU300,C007,60,90.0,1.5,False
2024-07-04,SKU300,C008,55,82.5,1.5,False
2024-07-04,SKU300,C009,45,67.5,1.5,False
2024-07-04,SKU300,C010,55,82.5,1.5,False
2024-07-04,SKU310,C001,38,57.0,1.5,False
2024-07-04,SKU310,C002,55,82.5,1.5,False
2024-07-04,SKU310,C003,35,52.5,1.5,False
2024-07-04,SKU310,C004,22,33.0,1.5,False
2024-07-04,SKU310,C005,22,33.0,1.5,False
2024-07-04,SKU310,C006,27,40.5,1.5,False
2024-07-04,SKU310,C007,41,61.5,1.5,False
2024-07-04,SKU310,C008,50,75.0,1.5,False
2024-07-04,SKU310,C009,64,96.0,1.5,False
2024-07-04,SKU310,C010,53,79.5,1.5,False
2024-07-05,SKU100,C001,105,189.0,1.8,False
2024-07-05,SKU100,C002,97,174.6,1.8,False
2024-07-05,SKU100,C003,114,205.2,1.8,False
2024-07-05,SKU100,C004,52,93.6,1.8,False
2024-07-05,SKU100,C005,61,109.8,1.8,False
2024-07-05,SKU100,C006,63,113.4,1.8,False
2024-07-05,SKU100,C007,131,235.8,1.8,False
2024-07-05,SKU100,C008,120,216.0,1.8,False
2024-07-05,SKU100,C009,105,189.0,1.8,False
2024-07-05,SKU100,C010,99,178.2,1.8,False
2024-07-05,SKU110,C001,80,152.0,1.9,False
2024-07-05,SKU110,C002,64,121.6,1.9,False
2024-07-05,SKU110,C003,60,114.0,1.9,False
2024-07-05,SKU110,C004,46,87.4,1.9,False
2024-07-05,SKU110,C005,41,77.9,1.9,False
2024-07-05,SKU110,C006,55,104.5,1.9,False
2024-07-05,SKU110,C007,71,134.9,1.9,False
2024-07-05,SKU110,C008,80,152.0,1.9,False
2024-07-05,SKU110,C009,63,119.7,1.9,False
2024-07-05,SKU110,C010,74,140.6,1.9,False
2024-07-05,SKU200,C001,91,109.2,1.2,False
2024-07-05,SKU200,C002,56,67.2,1.2,False
2024-07-05,SKU200,C003,82,98.4,1.2,False
2024-07-05,SKU200,C004,47,56.4,1.2,False
2024-07-05,SKU200,C005,43,51.6,1.2,False
2024-07-05,SKU200,C006,48,57.6,1.2,False
2024-07-05,SKU200,C007,100,120.0,1.2,False
2024-07-05,SKU200,C008,79,94.8,1.2,False
2024-07-05,SKU200,C009,90,108.0,1.2,False
2024-07-05,SKU200,C010,82,98.4,1.2,False
2024-07-05,SKU210,C001,69,89.7,1.3,False
2024-07-05,SKU210,C002,70,91.0,1.3,False
2024-07-05,SKU210,C003,51,66.3,1.3,False
2024-07-05,SKU210,C004,38,49.4,1.3,False
2024-07-05,SKU210,C005,41,53.3,1.3,False
2024-07-05,SKU210,C006,60,78.0,1.3,False
2024-07-05,SKU210,C007,78,101.4,1.3,False
2024-07-05,SKU210,C008,69,89.7,1.3,False
2024-07-05,SKU210,C009,63,81.9,1.3,False
2024-07-05,SKU210,C010,67,87.1,1.3,False
2024-07-05,SKU300,C001,49,73.5,1.5,False
2024-07-05,SKU300,C002,62,93.0,1.5,False
2024-07-05,SKU300,C003,56,84.0,1.5,False
2024-07-05,SKU300,C004,35,52.5,1.5,False
2024-07-05,SKU300,C005,38,57.0,1.5,False
2024-07-05,SKU300,C006,28,42.0,1.5,False
2024-07-05,SKU300,C007,67,100.5,1.5,False
2024-07-05,SKU300,C008,52,78.0,1.5,False
2024-07-05,SKU300,C009,48,72.0,1.5,False
2024-07-05,SKU300,C010,52,78.0,1.5,False
2024-07-05,SKU310,C001,39,58.5,1.5,False
2024-07-05,SKU310,C002,53,79.5,1.5,False
2024-07-05,SKU310,C003,31,46.5,1.5,False
2024-07-05,SKU310,C004,35,52.5,1.5,False
2024-07-05,SKU310,C005,27,40.5,1.5,False
2024-07-05,SKU310,C006,22,33.0,1.5,False
2024-07-05,SKU310,C007,56,84.0,1.5,False
2024-07-05,SKU310,C008,63,94.5,1.5,False
2024-07-05,SKU310,C009,54,81.0,1.5,False
2024-07-05,SKU310,C010,48,72.0,1.5,False
2024-07-06,SKU100,C001,117,210.6,1.8,False
2024-07-06,SKU100,C002,100,180.0,1.8,False
2024-07-06,SKU100,C003,109,196.2,1.8,False
2024-07-06,SKU100,C004,80,144.0,1.8,False
2024-07-06,SKU100,C005,74,133.2,1.8,False
2024-07-06,SKU100,C006,69,124.2,1.8,False
2024-07-06,SKU100,C007,111,199.8,1.8,False
2024-07-06,SKU100,C008,101,181.8,1.8,False
2024-07-06,SKU100,C009,100,180.0,1.8,False
2024-07-06,SKU100,C010,87,156.6,1.8,False
2024-07-06,SKU110,C001,82,155.8,1.9,False
2024-07-06,SKU110,C002,76,144.4,1.9,False
2024-07-06,SKU110,C003,72,136.8,1.9,False
2024-07-06,SKU110,C004,43,81.7,1.9,False
2024-07-06,SKU110,C005,46,87.4,1.9,False
2024-07-06,SKU110,C006,46,87.4,1.9,False
2024-07-06,SKU110,C007,77,146.3,1.9,False
2024-07-06,SKU110,C008,67,127.3,1.9,False
2024-07-06,SKU110,C009,79,150.1,1.9,False
2024-07-06,SKU110,C010,60,114.0,1.9,False
2024-07-06,SKU200,C001,60,72.0,1.2,False
2024-07-06,SKU200,C002,64,76.8,1.2,False
2024-07-06,SKU200,C003,83,99.6,1.2,False
2024-07-06,SKU200,C004,58,69.6,1.2,False
2024-07-06,SKU200,C005,64,76.8,1.2,False
2024-07-06,SKU200,C006,45,54.0,1.2,False
2024-07-06,SKU200,C007,106,127.2,1.2,False
2024-07-06,SKU200,C008,77,92.4,1.2,False
2024-07-06,SKU200,C009,71,85.2,1.2,False
2024-07-06,SKU200,C010,90,108.0,1.2,False
2024-07-06,SKU210,C001,66,85.8,1.3,False
2024-07-06,SKU210,C002,57,74.1,1.3,False
2024-07-06,SKU210,C003,65,84.5,1.3,False
2024-07-06,SKU210,C004,44,57.2,1.3,False
2024-07-06,SKU210,C005,41,53.3,1.3,False
2024-07-06,SKU210,C006,40,52.0,1.3,False
2024-07-06,SKU210,C007,85,110.5,1.3,False
2024-07-06,SKU210,C008,66,85.8,1.3,False
2024-07-06,SKU210,C009,51,66.3,1.3,False
2024-07-06,SKU210,C010,82,106.6,1.3,False
2024-07-06,SKU300,C001,61,91.5,1.5,False
2024-07-06,SKU300,C002,75,112.5,1.5,False
2024-07-06,SKU300,C003,56,84.0,1.5,False
2024-07-06,SKU300,C004,29,43.5,1.5,False
2024-07-06,SKU300,C005,41,61.5,1.5,False
2024-07-06,SKU300,C006,21,31.5,1.5,False
2024-07-06,SKU300,C007,64,96.0,1.5,False
2024-07-06,SKU300,C008,44,66.0,1.5,False
2024-07-06,SKU300,C009,63,94.5,1.5,False
2024-07-06,SKU300,C010,56,84.0,1.5,False
2024-07-06,SKU310,C001,60,90.0,1.5,False
2024-07-06,SKU310,C002,42,63.0,1.5,False
2024-07-06,SKU310,C003,64,96.0,1.5,False
2024-07-06,SKU310,C004,22,33.0,1.5,False
2024-07-06,SKU310,C005,17,25.5,1.5,False
2024-07-06,SKU310,C006,22,33.0,1.5,False
2024-07-06,SKU310,C007,60,90.0,1.5,False
2024-07-06,SKU310,C008,61,91.5,1.5,False
2024-07-06,SKU310,C009,39,58.5,1.5,False
2024-07-06,SKU310,C010,40,60.0,1.5,False
2024-07-07,SKU100,C001,108,194.4,1.8,False
2024-07-07,SKU100,C002,124,223.2,1.8,False
2024-07-07,SKU100,C003,91,163.8,1.8,False
2024-07-07,SKU100,C004,69,124.2,1.8,False
2024-07-07,SKU100,C005,59,106.2,1.8,False
2024-07-07,SKU100,C006,70,126.0,1.8,False
2024-07-07,SKU100,C007,108,194.4,1.8,False
2024-07-07,SKU100,C008,136,244.8,1.8,False
2024-07-07,SKU100,C009,126,226.8,1.8,False
2024-07-07,SKU100,C010,123,221.4,1.8,False
2024-07-07,SKU110,C001,90,171.0,1.9,False
2024-07-07,SKU110,C002,60,114.0,1.9,False
2024-07-07,SKU110,C003,74,140.6,1.9,False
2024-07-07,SKU110,C004,34,64.6,1.9,False
2024-07-07,SKU110,C005,34,64.6,1.9,False
2024-07-07,SKU110,C006,46,87.4,1.9,False
2024-07-07,SKU110,C007,72,136.8,1.9,False
2024-07-07,SKU110,C008,110,209.0,1.9,False
2024-07-07,SKU110,C009,65,123.5,1.9,False
2024-07-07,SKU110,C010,85,161.5,1.9,False
2024-07-07,SKU200,C001,79,94.8,1.2,False
2024-07-07,SKU200,C002,76,91.2,1.2,False
2024-07-07,SKU200,C003,77,92.4,1.2,False
2024-07-07,SKU200,C004,47,56.4,1.2,False
2024-07-07,SKU200,C005,43,51.6,1.2,False
2024-07-07,SKU200,C006,53,63.6,1.2,False
2024-07-07,SKU200,C007,102,122.4,1.2,False
2024-07-07,SKU200,C008,73,87.6,1.2,False
2024-07-07,SKU200,C009,64,76.8,1.2,False
2024-07-07,SKU200,C010,71,85.2,1.2,False
2024-07-07,SKU210,C001,72,93.6,1.3,False
2024-07-07,SKU210,C002,60,78.0,1.3,False
2024-07-07,SKU210,C003,76,98.8,1.3,False
2024-07-07,SKU210,C004,46,59.8,1.3,False
2024-07-07,SKU210,C005,34,44.2,1.3,False
2024-07-07,SKU210,C006,46,59.8,1.3,False
2024-07-07,SKU210,C007,69,89.7,1.3,False
2024-07-07,SKU210,C008,69,89.7,1.3,False
2024-07-07,SKU210,C009,39,50.7,1.3,False
2024-07-07,SKU210,C010,69,89.7,1.3,False
2024-07-07,SKU300,C001,52,78.0,1.5,False
2024-07-07,SKU300,C002,32,48.0,1.5,False
2024-07-07,SKU300,C003,36,54.0,1.5,False
2024-07-07,SKU300,C004,40,60.0,1.5,False
2024-07-07,SKU300,C005,30,45.0,1.5,False
2024-07-07,SKU300,C006,34,51.0,1.5,False
2024-07-07,SKU300,C007,64,96.0,1.5,False
2024-07-07,SKU300,C008,55,82.5,1.5,False
2024-07-07,SKU300,C009,56,84.0,1.5,False
2024-07-07,SKU300,C010,67,100.5,1.5,False
2024-07-07,SKU310,C001,58,87.0,1.5,False
2024-07-07,SKU310,C002,50,75.0,1.5,False
2024-07-07,SKU310,C003,45,67.5,1.5,False
2024-07-07,SKU310,C004,39,58.5,1.5,False
2024-07-07,SKU310,C005,25,37.5,1.5,False
2024-07-07,SKU310,C006,32,48.0,1.5,False
2024-07-07,SKU310,C007,87,130.5,1.5,False
2024-07-07,SKU310,C008,67,100.5,1.5,False
2024-07-07,SKU310,C009,45,67.5,1.5,False
2024-07-07,SKU310,C010,38,57.0,1.5,False
2024-07-08,SKU100,C001,107,192.6,1.8,False
2024-07-08,SKU100,C002,115,207.0,1.8,False
2024-07-08,SKU100,C003,95,171.0,1.8,False
2024-07-08,SKU100,C004,77,138.6,1.8,False
2024-07-08,SKU100,C005,75,135.0,1.8,False
2024-07-08,SKU100,C006,57,102.6,1.8,False
2024-07-08,SKU100,C007,119,214.2,1.8,False
2024-07-08,SKU100,C008,146,262.8,1.8,False
2024-07-08,SKU100,C009,100,180.0,1.8,False
2024-07-08,SKU100,C010,106,190.8,1.8,False
2024-07-08,SKU110,C001,72,136.8,1.9,False
2024-07-08,SKU110,C002,55,104.5,1.9,False
2024-07-08,SKU110,C003,72,136.8,1.9,False
2024-07-08,SKU110,C004,43,81.7,1.9,False
2024-07-08,SKU110,C005,56,106.4,1.9,False
2024-07-08,SKU110,C006,47,89.3,1.9,False
2024-07-08,SKU110,C007,75,142.5,1.9,False
2024-07-08,SKU110,C008,79,150.1,1.9,False
2024-07-08,SKU110,C009,75,142.5,1.9,False
2024-07-08,SKU110,C010,74,140.6,1.9,False
2024-07-08,SKU200,C001,79,94.8,1.2,False
2024-07-08,SKU200,C002,70,84.0,1.2,False
2024-07-08,SKU200,C003,88,105.6,1.2,False
2024-07-08,SKU200,C004,38,45.6,1.2,False
2024-07-08,SKU200,C005,32,38.4,1.2,False
2024-07-08,SKU200,C006,53,63.6,1.2,False
2024-07-08,SKU200,C007,72,86.4,1.2,False
2024-07-08,SKU200,C008,94,112.8,1.2,False
2024-07-08,SKU200,C009,77,92.4,1.2,False
2024-07-08,SKU200,C010,85,102.0,1.2,False
2024-07-08,SKU210,C001,72,93.6,1.3,False
2024-07-08,SKU210,C002,59,76.7,1.3,False
2024-07-08,SKU210,C003,69,89.7,1.3,False
2024-07-08,SKU210,C004,45,58.5,1.3,False
2024-07-08,SKU210,C005,43,55.9,1.3,False
2024-07-08,SKU210,C006,53,68.9,1.3,False
2024-07-08,SKU210,C007,88,114.4,1.3,False
2024-07-08,SKU210,C008,85,110.5,1.3,False
2024-07-08,SKU210,C009,60,78.0,1.3,False
2024-07-08,SKU210,C010,66,85.8,1.3,False
2024-07-08,SKU300,C001,46,69.0,1.5,False
2024-07-08,SKU300,C002,55,82.5,1.5,False
2024-07-08,SKU300,C003,60,90.0,1.5,False
2024-07-08,SKU300,C004,25,37.5,1.5,False
2024-07-08,SKU300,C005,31,46.5,1.5,False
2024-07-08,SKU300,C006,26,39.0,1.5,False
2024-07-08,SKU300,C007,60,90.0,1.5,False
2024-07-08,SKU300,C008,65,97.5,1.5,False
2024-07-08,SKU300,C009,45,67.5,1.5,False
2024-07-08,SKU300,C010,43,64.5,1.5,False
2024-07-08,SKU310,C001,45,67.5,1.5,False
2024-07-08,SKU310,C002,47,70.5,1.5,False
2024-07-08,SKU310,C003,47,70.5,1.5,False
2024-07-08,SKU310,C004,26,39.0,1.5,False
2024-07-08,SKU310,C005,23,34.5,1.5,False
2024-07-08,SKU310,C006,39,58.5,1.5,False
2024-07-08,SKU310,C007,47,70.5,1.5,False
2024-07-08,SKU310,C008,67,100.5,1.5,False
2024-07-08,SKU310,C009,43,64.5,1.5,False
2024-07-08,SKU310,C010,49,73.5,1.5,False
2024-07-09,SKU100,C001,111,199.8,1.8,False
2024-07-09,SKU100,C002,127,228.6,1.8,False
2024-07-09,SKU100,C003,121,217.8,1.8,False
2024-07-09,SKU100,C004,65,117.0,1.8,False
2024-07-09,SKU100,C005,68,122.4,1.8,False
2024-07-09,SKU100,C006,69,124.2,1.8,False
2024-07-09,SKU100,C007,141,253.8,1.8,False
2024-07-09,SKU100,C008,137,246.6,1.8,False
2024-07-09,SKU100,C009,116,208.8,1.8,False
2024-07-09,SKU100,C010,86,154.8,1.8,False
2024-07-09,SKU110,C001,71,134.9,1.9,False
2024-07-09,SKU110,C002,74,140.6,1.9,False
2024-07-09,SKU110,C003,66,125.4,1.9,False
2024-07-09,SKU110,C004,37,70.3,1.9,False
2024-07-09,SKU110,C005,47,89.3,1.9,False
2024-07-09,SKU110,C006,44,83.6,1.9,False
2024-07-09,SKU110,C007,71,134.9,1.9,False
2024-07-09,SKU110,C008,90,171.0,1.9,False
2024-07-09,SKU110,C009,70,133.0,1.9,False
2024-07-09,SKU110,C010,45,85.5,1.9,False
2024-07-09,SKU200,C001,58,69.6,1.2,False
2024-07-09,SKU200,C002,81,97.2,1.2,False
2024-07-09,SKU200,C003,77,92.4,1.2,False
2024-07-09,SKU200,C004,46,55.2,1.2,False
2024-07-09,SKU200,C005,42,50.4,1.2,False
2024-07-09,SKU200,C006,45,54.0,1.2,False
2024-07-09,SKU200,C007,81,97.2,1.2,False
2024-07-09,SKU200,C008,64,76.8,1.2,False
2024-07-09,SKU200,C009,78,93.6,1.2,False
2024-07-09,SKU200,C010,74,88.8,1.2,False
2024-07-09,SKU210,C001,79,102.7,1.3,False
2024-07-09,SKU210,C002,52,67.6,1.3,False
2024-07-09,SKU210,C003,42,54.6,1.3,False
2024-07-09,SKU210,C004,35,45.5,1.3,False
2024-07-09,SKU210,C005,32,41.6,1.3,False
2024-07-09,SKU210,C006,37,48.1,1.3,False
2024-07-09,SKU210,C007,67,87.1,1.3,False
2024-07-09,SKU210,C008,84,109.2,1.3,False
2024-07-09,SKU210,C009,73,94.9,1.3,False
2024-07-09,SKU210,C010,62,80.6,1.3,False
2024-07-09,SKU300,C001,55,82.5,1.5,False
2024-07-09,SKU300,C002,52,78.0,1.5,False
2024-07-09,SKU300,C003,44,66.0,1.5,False
2024-07-09,SKU300,C004,32,48.0,1.5,False
2024-07-09,SKU300,C005,27,40.5,1.5,False
2024-07-09,SKU300,C006,45,67.5,1.5,False
2024-07-09,SKU300,C007,62,93.0,1.5,False
2024-07-09,SKU300,C008,77,115.5,1.5,False
2024-07-09,SKU300,C009,59,88.5,1.5,False
2024-07-09,SKU300,C010,53,79.5,1.5,False
2024-07-09,SKU310,C001,54,81.0,1.5,False
2024-07-09,SKU310,C002,55,82.5,1.5,False
2024-07-09,SKU310,C003,51,76.5,1.5,False
2024-07-09,SKU310,C004,20,30.0,1.5,False
2024-07-09,SKU310,C005,23,34.5,1.5,False
2024-07-09,SKU310,C006,26,39.0,1.5,False
2024-07-09,SKU310,C007,61,91.5,1.5,False
2024-07-09,SKU310,C008,71,106.5,1.5,False
2024-07-09,SKU310,C009,48,72.0,1.5,False
2024-07-09,SKU310,C010,47,70.5,1.5,False
2024-07-10,SKU100,C001,111,199.8,1.8,False
2024-07-10,SKU100,C002,114,205.2,1.8,False
2024-07-10,SKU100,C003,109,196.2,1.8,False
2024-07-10,SKU100,C004,69,124.2,1.8,False
2024-07-10,SKU100,C005,72,129.6,1.8,False
2024-07-10,SKU100,C006,58,104.4,1.8,False
2024-07-10,SKU100,C007,118,212.4,1.8,False
2024-07-10,SKU100,C008,115,207.0,1.8,False
2024-07-10,SKU100,C009,77,138.6,1.8,False
2024-07-10,SKU100,C010,114,205.2,1.8,False
2024-07-10,SKU110,C001,68,129.2,1.9,False
2024-07-10,SKU110,C002,63,119.7,1.9,False
2024-07-10,SKU110,C003,81,153.9,1.9,False
2024-07-10,SKU110,C004,50,95.0,1.9,False
2024-07-10,SKU110,C005,27,51.3,1.9,False
2024-07-10,SKU110,C006,43,81.7,1.9,False
2024-07-10,SKU110,C007,82,155.8,1.9,False
2024-07-10,SKU110,C008,57,108.3,1.9,False
2024-07-10,SKU110,C009,84,159.6,1.9,False
2024-07-10,SKU110,C010,102,193.8,1.9,False
2024-07-10,SKU200,C001,91,109.2,1.2,False
2024-07-10,SKU200,C002,83,99.6,1.2,False
2024-07-10,SKU200,C003,69,82.8,1.2,False
2024-07-10,SKU200,C004,57,68.4,1.2,False
2024-07-10,SKU200,C005,43,51.6,1.2,False
2024-07-10,SKU200,C006,56,67.2,1.2,False
2024-07-10,SKU200,C007,106,127.2,1.2,False
2024-07-10,SKU200,C008,93,111.6,1.2,False
2024-07-10,SKU200,C009,60,72.0,1.2,False
2024-07-10,SKU200,C010,90,108.0,1.2,False
2024-07-10,SKU210,C001,60,78.0,1.3,False
2024-07-10,SKU210,C002,78,101.4,1.3,False
2024-07-10,SKU210,C003,61,79.3,1.3,False
2024-07-10,SKU210,C004,49,63.7,1.3,False
2024-07-10,SKU210,C005,48,62.4,1.3,False
2024-07-10,SKU210,C006,52,67.6,1.3,False
2024-07-10,SKU210,C007,92,119.6,1.3,False
2024-07-10,SKU210,C008,89,115.7,1.3,False
2024-07-10,SKU210,C009,60,78.0,1.3,False
2024-07-10,SKU210,C010,76,98.8,1.3,False
2024-07-10,SKU300,C001,44,66.0,1.5,False
2024-07-10,SKU300,C002,54,81.0,1.5,False
2024-07-10,SKU300,C003,45,67.5,1.5,False
2024-07-10,SKU300,C004,33,49.5,1.5,False
2024-07-10,SKU300,C005,21,31.5,1.5,False
2024-07-10,SKU300,C006,34,51.0,1.5,False
2024-07-10,SKU300,C007,66,99.0,1.5,False
2024-07-10,SKU300,C008,77,115.5,1.5,False
2024-07-10,SKU300,C009,67,100.5,1.5,False
2024-07-10,SKU300,C010,41,61.5,1.5,False
2024-07-10,SKU310,C001,62,93.0,1.5,False
2024-07-10,SKU310,C002,51,76.5,1.5,False
2024-07-10,SKU310,C003,38,57.0,1.5,False
2024-07-10,SKU310,C004,22,33.0,1.5,False
2024-07-10,SKU310,C005,33,49.5,1.5,False
2024-07-10,SKU310,C006,25,37.5,1.5,False
2024-07-10,SKU310,C007,58,87.0,1.5,False
2024-07-10,SKU310,C008,63,94.5,1.5,False
2024-07-10,SKU310,C009,59,88.5,1.5,False
2024-07-10,SKU310,C010,40,60.0,1.5,False
2024-07-11,SKU100,C001,122,219.6,1.8,False
2024-07-11,SKU100,C002,99,178.2,1.8,False
2024-07-11,SKU100,C003,101,181.8,1.8,False
2024-07-11,SKU100,C004,62,111.6,1.8,False
2024-07-11,SKU100,C005,77,138.6,1.8,False
2024-07-11,SKU100,C006,70,126.0,1.8,False
2024-07-11,SKU100,C007,126,226.8,1.8,False
2024-07-11,SKU100,C008,102,183.6,1.8,False
2024-07-11,SKU100,C009,92,165.6,1.8,False
2024-07-11,SKU100,C010,110,198.0,1.8,False
2024-07-11,SKU110,C001,72,136.8,1.9,False
2024-07-11,SKU110,C002,77,146.3,1.9,False
2024-07-11,SKU110,C003,70,133.0,1.9,False
2024-07-11,SKU110,C004,59,112.1,1.9,False
2024-07-11,SKU110,C005,38,72.2,1.9,False
2024-07-11,SKU110,C006,38,72.2,1.9,False
2024-07-11,SKU110,C007,77,146.3,1.9,False
2024-07-11,SKU110,C008,106,201.4,1.9,False
2024-07-11,SKU110,C009,55,104.5,1.9,False
2024-07-11,SKU110,C010,96,182.4,1.9,False
2024-07-11,SKU200,C001,66,79.2,1.2,False
2024-07-11,SKU200,C002,91,109.2,1.2,False
2024-07-11,SKU200,C003,74,88.8,1.2,False
2024-07-11,SKU200,C004,48,57.6,1.2,False
2024-07-11,SKU200,C005,33,39.6,1.2,False
2024-07-11,SKU200,C006,49,58.8,1.2,False
2024-07-11,SKU200,C007,83,99.6,1.2,False
2024-07-11,SKU200,C008,104,124.8,1.2,False
2024-07-11,SKU200,C009,86,103.2,1.2,False
2024-07-11,SKU200,C010,87,104.4,1.2,False
2024-07-11,SKU210,C001,73,94.9,1.3,False
2024-07-11,SKU210,C002,79,102.7,1.3,False
2024-07-11,SKU210,C003,53,68.9,1.3,False
2024-07-11,SKU210,C004,39,50.7,1.3,False
2024-07-11,SKU210,C005,38,49.4,1.3,False
2024-07-11,SKU210,C006,22,28.6,1.3,False
2024-07-11,SKU210,C007,96,124.8,1.3,False
2024-07-11,SKU210,C008,78,101.4,1.3,False
2024-07-11,SKU210,C009,56,72.8,1.3,False
2024-07-11,SKU210,C010,71,92.3,1.3,False
2024-07-11,SKU300,C001,48,72.0,1.5,False
2024-07-11,SKU300,C002,48,72.0,1.5,False
2024-07-11,SKU300,C003,44,66.0,1.5,False
2024-07-11,SKU300,C004,38,57.0,1.5,False
2024-07-11,SKU300,C005,32,48.0,1.5,False
2024-07-11,SKU300,C006,32,48.0,1.5,False
2024-07-11,SKU300,C007,75,112.5,1.5,False
2024-07-11,SKU300,C008,78,117.0,1.5,False
2024-07-11,SKU300,C009,60,90.0,1.5,False
2024-07-11,SKU300,C010,71,106.5,1.5,False
2024-07-11,SKU310,C001,56,84.0,1.5,False
2024-07-11,SKU310,C002,40,60.0,1.5,False
2024-07-11,SKU310,C003,58,87.0,1.5,False
2024-07-11,SKU310,C004,28,42.0,1.5,False
2024-07-11,SKU310,C005,28,42.0,1.5,False
2024-07-11,SKU310,C006,36,54.0,1.5,False
2024-07-11,SKU310,C007,63,94.5,1.5,False
2024-07-11,SKU310,C008,63,94.5,1.5,False
2024-07-11,SKU310,C009,37,55.5,1.5,False
2024-07-11,SKU310,C010,55,82.5,1.5,False
2024-07-12,SKU100,C001,104,187.2,1.8,False
2024-07-12,SKU100,C002,116,208.8,1.8,False
2024-07-12,SKU100,C003,113,203.4,1.8,False
2024-07-12,SKU100,C004,63,113.4,1.8,False
2024-07-12,SKU100,C005,46,82.8,1.8,False
2024-07-12,SKU100,C006,68,122.4,1.8,False
2024-07-12,SKU100,C007,106,190.8,1.8,False
2024-07-12,SKU100,C008,121,217.8,1.8,False
2024-07-12,SKU100,C009,123,221.4,1.8,False
2024-07-12,SKU100,C010,83,149.4,1.8,False
2024-07-12,SKU110,C001,83,157.7,1.9,False
2024-07-12,SKU110,C002,69,131.1,1.9,False
2024-07-12,SKU110,C003,60,114.0,1.9,False
2024-07-12,SKU110,C004,48,91.2,1.9,False
2024-07-12,SKU110,C005,37,70.3,1.9,False
2024-07-12,SKU110,C006,55,104.5,1.9,False
2024-07-12,SKU110,C007,68,129.2,1.9,False
2024-07-12,SKU110,C008,73,138.7,1.9,False
2024-07-12,SKU110,C009,75,142.5,1.9,False
2024-07-12,SKU110,C010,72,136.8,1.9,False
2024-07-12,SKU200,C001,83,99.6,1.2,False
2024-07-12,SKU200,C002,71,85.2,1.2,False
2024-07-12,SKU200,C003,84,100.8,1.2,False
2024-07-12,SKU200,C004,43,51.6,1.2,False
2024-07-12,SKU200,C005,69,82.8,1.2,False
2024-07-12,SKU200,C006,30,36.0,1.2,False
2024-07-12,SKU200,C007,104,124.8,1.2,False
2024-07-12,SKU200,C008,78,93.6,1.2,False
2024-07-12,SKU200,C009,83,99.6,1.2,False
2024-07-12,SKU200,C010,60,72.0,1.2,False
2024-07-12,SKU210,C001,58,75.4,1.3,False
2024-07-12,SKU210,C002,62,80.6,1.3,False
2024-07-12,SKU210,C003,66,85.8,1.3,False
2024-07-12,SKU210,C004,44,57.2,1.3,False
2024-07-12,SKU210,C005,44,57.2,1.3,False
2024-07-12,SKU210,C006,36,46.8,1.3,False
2024-07-12,SKU210,C007,95,123.5,1.3,False
2024-07-12,SKU210,C008,56,72.8,1.3,False
2024-07-12,SKU210,C009,57,74.1,1.3,False
2024-07-12,SKU210,C010,45,58.5,1.3,False
2024-07-12,SKU300,C001,59,88.5,1.5,False
2024-07-12,SKU300,C002,67,100.5,1.5,False
2024-07-12,SKU300,C003,56,84.0,1.5,False
2024-07-12,SKU300,C004,49,73.5,1.5,False
2024-07-12,SKU300,C005,31,46.5,1.5,False
2024-07-12,SKU300,C006,33,49.5,1.5,False
2024-07-12,SKU300,C007,61,91.5,1.5,False
