date,sku_id,region,pos_units
2024-05-31,SKU210,ANZ-West,124
2024-05-31,SKU300,ANZ-North,150
2024-05-31,SKU300,ANZ-South,131
2024-05-31,SKU300,ANZ-East,115
2024-05-31,SKU300,ANZ-West,95
2024-05-31,SKU310,ANZ-North,79
2024-05-31,SKU310,ANZ-South,98
2024-05-31,SKU310,ANZ-East,77
2024-05-31,SKU310,ANZ-West,102
2024-06-01,SKU100,ANZ-North,206
2024-06-01,SKU100,ANZ-South,217
2024-06-01,SKU100,ANZ-East,219
2024-06-01,SKU100,ANZ-West,199
2024-06-01,SKU110,ANZ-North,166
2024-06-01,SKU110,ANZ-South,138
2024-06-01,SKU110,ANZ-East,131
2024-06-01,SKU110,ANZ-West,140
2024-06-01,SKU200,ANZ-North,111
2024-06-01,SKU200,ANZ-South,138
2024-06-01,SKU200,ANZ-East,158
2024-06-01,SKU200,ANZ-West,149
2024-06-01,SKU210,ANZ-North,143
2024-06-01,SKU210,ANZ-South,153
2024-06-01,SKU210,ANZ-East,108
2024-06-01,SKU210,ANZ-West,135
2024-06-01,SKU300,ANZ-North,100
2024-06-01,SKU300,ANZ-South,125
2024-06-01,SKU300,ANZ-East,80
2024-06-01,SKU300,ANZ-West,123
2024-06-01,SKU310,ANZ-North,126
2024-06-01,SKU310,ANZ-South,87
2024-06-01,SKU310,ANZ-East,108
2024-06-01,SKU310,ANZ-West,100
2024-06-02,SKU100,ANZ-North,278
2024-06-02,SKU100,ANZ-South,232
2024-06-02,SKU100,ANZ-East,223
2024-06-02,SKU100,ANZ-West,207
2024-06-02,SKU110,ANZ-North,133
2024-06-02,SKU110,ANZ-South,174
2024-06-02,SKU110,ANZ-East,146
2024-06-02,SKU110,ANZ-West,137
2024-06-02,SKU200,ANZ-North,172
2024-06-02,SKU200,ANZ-South,146
2024-06-02,SKU200,ANZ-East,162
2024-06-02,SKU200,ANZ-West,181
2024-06-02,SKU210,ANZ-North,140
2024-06-02,SKU210,ANZ-South,154
2024-06-02,SKU210,ANZ-East,159
2024-06-02,SKU210,ANZ-West,125
2024-06-02,SKU300,ANZ-North,85
2024-06-02,SKU300,ANZ-South,156
2024-06-02,SKU300,ANZ-East,122
2024-06-02,SKU300,ANZ-West,100
2024-06-02,SKU310,ANZ-North,113
2024-06-02,SKU310,ANZ-South,139
2024-06-02,SKU310,ANZ-East,104
2024-06-02,SKU310,ANZ-West,107
2024-06-03,SKU100,ANZ-North,207
2024-06-03,SKU100,ANZ-South,225
2024-06-03,SKU100,ANZ-East,202
2024-06-03,SKU100,ANZ-West,204
2024-06-03,SKU110,ANZ-North,134
2024-06-03,SKU110,ANZ-South,178
2024-06-03,SKU110,ANZ-East,128
2024-06-03,SKU110,ANZ-West,140
2024-06-03,SKU200,ANZ-North,143
2024-06-03,SKU200,ANZ-South,194
2024-06-03,SKU200,ANZ-East,191
2024-06-03,SKU200,ANZ-West,153
2024-06-03,SKU210,ANZ-North,117
2024-06-03,SKU210,ANZ-South,152
2024-06-03,SKU210,ANZ-East,119
2024-06-03,SKU210,ANZ-West,138
2024-06-03,SKU300,ANZ-North,101
2024-06-03,SKU300,ANZ-South,109
2024-06-03,SKU300,ANZ-East,110
2024-06-03,SKU300,ANZ-West,119
2024-06-03,SKU310,ANZ-North,104
2024-06-03,SKU310,ANZ-South,108
2024-06-03,SKU310,ANZ-East,106
2024-06-03,SKU310,ANZ-West,94
2024-06-04,SKU100,ANZ-North,250
2024-06-04,SKU100,ANZ-South,223
2024-06-04,SKU100,ANZ-East,192
2024-06-04,SKU100,ANZ-West,205
2024-06-04,SKU110,ANZ-North,123
2024-06-04,SKU110,ANZ-South,150
2024-06-04,SKU110,ANZ-East,148
2024-06-04,SKU110,ANZ-West,151
2024-06-04,SKU200,ANZ-North,157
2024-06-04,SKU200,ANZ-South,159
2024-06-04,SKU200,ANZ-East,157
2024-06-04,SKU200,ANZ-West,178
2024-06-04,SKU210,ANZ-North,123
2024-06-04,SKU210,ANZ-South,137
2024-06-04,SKU210,ANZ-East,160
2024-06-04,SKU210,ANZ-West,148
2024-06-04,SKU300,ANZ-North,103
2024-06-04,SKU300,ANZ-South,99
2024-06-04,SKU300,ANZ-East,107
2024-06-04,SKU300,ANZ-West,117
2024-06-04,SKU310,ANZ-North,96
2024-06-04,SKU310,ANZ-South,101
2024-06-04,SKU310,ANZ-East,77
2024-06-04,SKU310,ANZ-West,107
2024-06-05,SKU100,ANZ-North,213
2024-06-05,SKU100,ANZ-South,182
2024-06-05,SKU100,ANZ-East,143
2024-06-05,SKU100,ANZ-West,202
2024-06-05,SKU110,ANZ-North,174
2024-06-05,SKU110,ANZ-South,158
2024-06-05,SKU110,ANZ-East,153
2024-06-05,SKU110,ANZ-West,139
2024-06-05,SKU200,ANZ-North,162
2024-06-05,SKU200,ANZ-South,138
2024-06-05,SKU200,ANZ-East,167
2024-06-05,SKU200,ANZ-West,125
2024-06-05,SKU210,ANZ-North,124
2024-06-05,SKU210,ANZ-South,127
2024-06-05,SKU210,ANZ-East,151
2024-06-05,SKU210,ANZ-West,142
2024-06-05,SKU300,ANZ-North,134
2024-06-05,SKU300,ANZ-South,88
2024-06-05,SKU300,ANZ-East,116
2024-06-05,SKU300,ANZ-West,110
2024-06-05,SKU310,ANZ-North,107
2024-06-05,SKU310,ANZ-South,133
2024-06-05,SKU310,ANZ-East,110
2024-06-05,SKU310,ANZ-West,117
2024-06-06,SKU100,ANZ-North,230
2024-06-06,SKU100,ANZ-South,217
2024-06-06,SKU100,ANZ-East,271
2024-06-06,SKU100,ANZ-West,219
2024-06-06,SKU110,ANZ-North,139
2024-06-06,SKU110,ANZ-South,145
2024-06-06,SKU110,ANZ-East,155
2024-06-06,SKU110,ANZ-West,164
2024-06-06,SKU200,ANZ-North,183
2024-06-06,SKU200,ANZ-South,188
2024-06-06,SKU200,ANZ-East,169
2024-06-06,SKU200,ANZ-West,165
2024-06-06,SKU210,ANZ-North,123
2024-06-06,SKU210,ANZ-South,146
2024-06-06,SKU210,ANZ-East,143
2024-06-06,SKU210,ANZ-West,113
2024-06-06,SKU300,ANZ-North,102
2024-06-06,SKU300,ANZ-South,121
2024-06-06,SKU300,ANZ-East,114
2024-06-06,SKU300,ANZ-West,109
2024-06-06,SKU310,ANZ-North,100
2024-06-06,SKU310,ANZ-South,94
2024-06-06,SKU310,ANZ-East,118
2024-06-06,SKU310,ANZ-West,78
2024-06-07,SKU100,ANZ-North,221
2024-06-07,SKU100,ANZ-South,242
2024-06-07,SKU100,ANZ-East,208
2024-06-07,SKU100,ANZ-West,189
2024-06-07,SKU110,ANZ-North,147
2024-06-07,SKU110,ANZ-South,143
2024-06-07,SKU110,ANZ-East,135
2024-06-07,SKU110,ANZ-West,153
2024-06-07,SKU200,ANZ-North,138
2024-06-07,SKU200,ANZ-South,137
2024-06-07,SKU200,ANZ-East,212
2024-06-07,SKU200,ANZ-West,160
2024-06-07,SKU210,ANZ-North,115
2024-06-07,SKU210,ANZ-South,178
2024-06-07,SKU210,ANZ-East,142
2024-06-07,SKU210,ANZ-West,153
2024-06-07,SKU300,ANZ-North,114
2024-06-07,SKU300,ANZ-South,117
2024-06-07,SKU300,ANZ-East,130
2024-06-07,SKU300,ANZ-West,113
2024-06-07,SKU310,ANZ-North,116
2024-06-07,SKU310,ANZ-South,83
2024-06-07,SKU310,ANZ-East,115
2024-06-07,SKU310,ANZ-West,116
2024-06-08,SKU100,ANZ-North,232
2024-06-08,SKU100,ANZ-South,213
2024-06-08,SKU100,ANZ-East,209
2024-06-08,SKU100,ANZ-West,233
2024-06-08,SKU110,ANZ-North,159
2024-06-08,SKU110,ANZ-South,132
2024-06-08,SKU110,ANZ-East,123
2024-06-08,SKU110,ANZ-West,166
2024-06-08,SKU200,ANZ-North,143
2024-06-08,SKU200,ANZ-South,181
2024-06-08,SKU200,ANZ-East,124
2024-06-08,SKU200,ANZ-West,141
2024-06-08,SKU210,ANZ-North,135
2024-06-08,SKU210,ANZ-South,127
2024-06-08,SKU210,ANZ-East,121
2024-06-08,SKU210,ANZ-West,137
2024-06-08,SKU300,ANZ-North,96
2024-06-08,SKU300,ANZ-South,113
2024-06-08,SKU300,ANZ-East,119
2024-06-08,SKU300,ANZ-West,121
2024-06-08,SKU310,ANZ-North,116
2024-06-08,SKU310,ANZ-South,96
2024-06-08,SKU310,ANZ-East,101
2024-06-08,SKU310,ANZ-West,98
2024-06-09,SKU100,ANZ-North,257
2024-06-09,SKU100,ANZ-South,172
2024-06-09,SKU100,ANZ-East,261
2024-06-09,SKU100,ANZ-West,233
2024-06-09,SKU110,ANZ-North,126
2024-06-09,SKU110,ANZ-South,133
2024-06-09,SKU110,ANZ-East,168
2024-06-09,SKU110,ANZ-West,147
2024-06-09,SKU200,ANZ-North,180
2024-06-09,SKU200,ANZ-South,166
2024-06-09,SKU200,ANZ-East,171
2024-06-09,SKU200,ANZ-West,171
2024-06-09,SKU210,ANZ-North,94
2024-06-09,SKU210,ANZ-South,126
2024-06-09,SKU210,ANZ-East,156
2024-06-09,SKU210,ANZ-West,150
2024-06-09,SKU300,ANZ-North,124
2024-06-09,SKU300,ANZ-South,89
2024-06-09,SKU300,ANZ-East,129
2024-06-09,SKU300,ANZ-West,119
2024-06-09,SKU310,ANZ-North,91
2024-06-09,SKU310,ANZ-South,86
2024-06-09,SKU310,ANZ-East,77
2024-06-09,SKU310,ANZ-West,85
2024-06-10,SKU100,ANZ-North,165
2024-06-10,SKU100,ANZ-South,169
2024-06-10,SKU100,ANZ-East,197
2024-06-10,SKU100,ANZ-West,240
2024-06-10,SKU110,ANZ-North,168
2024-06-10,SKU110,ANZ-South,163
2024-06-10,SKU110,ANZ-East,159
2024-06-10,SKU110,ANZ-West,123
2024-06-10,SKU200,ANZ-North,165
2024-06-10,SKU200,ANZ-South,149
2024-06-10,SKU200,ANZ-East,146
2024-06-10,SKU200,ANZ-West,148
2024-06-10,SKU210,ANZ-North,149
2024-06-10,SKU210,ANZ-South,138
2024-06-10,SKU210,ANZ-East,126
2024-06-10,SKU210,ANZ-West,176
2024-06-10,SKU300,ANZ-North,104
2024-06-10,SKU300,ANZ-South,122
2024-06-10,SKU300,ANZ-East,114
2024-06-10,SKU300,ANZ-West,95
2024-06-10,SKU310,ANZ-North,102
2024-06-10,SKU310,ANZ-South,106
2024-06-10,SKU310,ANZ-East,116
2024-06-10,SKU310,ANZ-West,148
2024-06-11,SKU100,ANZ-North,176
2024-06-11,SKU100,ANZ-South,272
2024-06-11,SKU100,ANZ-East,199
2024-06-11,SKU100,ANZ-West,208
2024-06-11,SKU110,ANZ-North,148
2024-06-11,SKU110,ANZ-South,129
2024-06-11,SKU110,ANZ-East,166
2024-06-11,SKU110,ANZ-West,140
2024-06-11,SKU200,ANZ-North,171
2024-06-11,SKU200,ANZ-South,163
2024-06-11,SKU200,ANZ-East,141
2024-06-11,SKU200,ANZ-West,154
2024-06-11,SKU210,ANZ-North,139
2024-06-11,SKU210,ANZ-South,128
2024-06-11,SKU210,ANZ-East,120
2024-06-11,SKU210,ANZ-West,144
2024-06-11,SKU300,ANZ-North,133
2024-06-11,SKU300,ANZ-South,94
2024-06-11,SKU300,ANZ-East,95
2024-06-11,SKU300,ANZ-West,125
2024-06-11,SKU310,ANZ-North,98
2024-06-11,SKU310,ANZ-South,99
2024-06-11,SKU310,ANZ-East,87
2024-06-11,SKU310,ANZ-West,90
2024-06-12,SKU100,ANZ-North,235
2024-06-12,SKU100,ANZ-South,200
2024-06-12,SKU100,ANZ-East,190
2024-06-12,SKU100,ANZ-West,217
2024-06-12,SKU110,ANZ-North,115
2024-06-12,SKU110,ANZ-South,146
2024-06-12,SKU110,ANZ-East,161
2024-06-12,SKU110,ANZ-West,129
2024-06-12,SKU200,ANZ-North,175
2024-06-12,SKU200,ANZ-South,170
2024-06-12,SKU200,ANZ-East,175
2024-06-12,SKU200,ANZ-West,153
2024-06-12,SKU210,ANZ-North,169
2024-06-12,SKU210,ANZ-South,123
2024-06-12,SKU210,ANZ-East,101
2024-06-12,SKU210,ANZ-West,134
2024-06-12,SKU300,ANZ-North,109
2024-06-12,SKU300,ANZ-South,97
2024-06-12,SKU300,ANZ-East,116
2024-06-12,SKU300,ANZ-West,122
2024-06-12,SKU310,ANZ-North,106
2024-06-12,SKU310,ANZ-South,101
2024-06-12,SKU310,ANZ-East,98
2024-06-12,SKU310,ANZ-West,91
2024-06-13,SKU100,ANZ-North,256
2024-06-13,SKU100,ANZ-South,204
2024-06-13,SKU100,ANZ-East,197
2024-06-13,SKU100,ANZ-West,231
2024-06-13,SKU110,ANZ-North,161
2024-06-13,SKU110,ANZ-South,178
2024-06-13,SKU110,ANZ-East,123
2024-06-13,SKU110,ANZ-West,123
2024-06-13,SKU200,ANZ-North,157
2024-06-13,SKU200,ANZ-South,170
2024-06-13,SKU200,ANZ-East,154
2024-06-13,SKU200,ANZ-West,170
2024-06-13,SKU210,ANZ-North,107
2024-06-13,SKU210,ANZ-South,148
2024-06-13,SKU210,ANZ-East,152
2024-06-13,SKU210,ANZ-West,159
2024-06-13,SKU300,ANZ-North,117
2024-06-13,SKU300,ANZ-South,117
2024-06-13,SKU300,ANZ-East,101
2024-06-13,SKU300,ANZ-West,158
2024-06-13,SKU310,ANZ-North,124
2024-06-13,SKU310,ANZ-South,99
2024-06-13,SKU310,ANZ-East,97
2024-06-13,SKU310,ANZ-West,129
2024-06-14,SKU100,ANZ-North,252
2024-06-14,SKU100,ANZ-South,245
2024-06-14,SKU100,ANZ-East,207
2024-06-14,SKU100,ANZ-West,209
2024-06-14,SKU110,ANZ-North,150
2024-06-14,SKU110,ANZ-South,160
2024-06-14,SKU110,ANZ-East,127
2024-06-14,SKU110,ANZ-West,132
2024-06-14,SKU200,ANZ-North,206
2024-06-14,SKU200,ANZ-South,145
2024-06-14,SKU200,ANZ-East,168
2024-06-14,SKU200,ANZ-West,141
2024-06-14,SKU210,ANZ-North,121
2024-06-14,SKU210,ANZ-South,114
2024-06-14,SKU210,ANZ-East,125
2024-06-14,SKU210,ANZ-West,144
2024-06-14,SKU300,ANZ-North,133
2024-06-14,SKU300,ANZ-South,89
2024-06-14,SKU300,ANZ-East,109
2024-06-14,SKU300,ANZ-West,89
2024-06-14,SKU310,ANZ-North,98
2024-06-14,SKU310,ANZ-South,88
2024-06-14,SKU310,ANZ-East,79
2024-06-14,SKU310,ANZ-West,129
2024-06-15,SKU100,ANZ-North,241
2024-06-15,SKU100,ANZ-South,250
2024-06-15,SKU100,ANZ-East,225
2024-06-15,SKU100,ANZ-West,197
2024-06-15,SKU110,ANZ-North,118
2024-06-15,SKU110,ANZ-South,142
2024-06-15,SKU110,ANZ-East,156
2024-06-15,SKU110,ANZ-West,129
2024-06-15,SKU200,ANZ-North,202
2024-06-15,SKU200,ANZ-South,180
2024-06-15,SKU200,ANZ-East,169
2024-06-15,SKU200,ANZ-West,147
2024-06-15,SKU210,ANZ-North,122
2024-06-15,SKU210,ANZ-South,148
2024-06-15,SKU210,ANZ-East,99
2024-06-15,SKU210,ANZ-West,120
2024-06-15,SKU300,ANZ-North,93
2024-06-15,SKU300,ANZ-South,119
2024-06-15,SKU300,ANZ-East,104
2024-06-15,SKU300,ANZ-West,132
2024-06-15,SKU310,ANZ-North,126
2024-06-15,SKU310,ANZ-South,79
2024-06-15,SKU310,ANZ-East,113
2024-06-15,SKU310,ANZ-West,120
2024-06-16,SKU100,ANZ-North,208
2024-06-16,SKU100,ANZ-South,233
2024-06-16,SKU100,ANZ-East,206
2024-06-16,SKU100,ANZ-West,210
2024-06-16,SKU110,ANZ-North,183
2024-06-16,SKU110,ANZ-South,136
2024-06-16,SKU110,ANZ-East,133
2024-06-16,SKU110,ANZ-West,116
2024-06-16,SKU200,ANZ-North,139
2024-06-16,SKU200,ANZ-South,161
2024-06-16,SKU200,ANZ-East,206
2024-06-16,SKU200,ANZ-West,153
2024-06-16,SKU210,ANZ-North,138
2024-06-16,SKU210,ANZ-South,129
2024-06-16,SKU210,ANZ-East,121
2024-06-16,SKU210,ANZ-West,190
2024-06-16,SKU300,ANZ-North,119
2024-06-16,SKU300,ANZ-South,118
2024-06-16,SKU300,ANZ-East,101
2024-06-16,SKU300,ANZ-West,112
2024-06-16,SKU310,ANZ-North,104
2024-06-16,SKU310,ANZ-South,88
2024-06-16,SKU310,ANZ-East,65
2024-06-16,SKU310,ANZ-West,115
2024-06-17,SKU100,ANZ-North,264
2024-06-17,SKU100,ANZ-South,195
2024-06-17,SKU100,ANZ-East,182
2024-06-17,SKU100,ANZ-West,242
2024-06-17,SKU110,ANZ-North,142
2024-06-17,SKU110,ANZ-South,150
2024-06-17,SKU110,ANZ-East,112
2024-06-17,SKU110,ANZ-West,148
2024-06-17,SKU200,ANZ-North,164
2024-06-17,SKU200,ANZ-South,176
2024-06-17,SKU200,ANZ-East,139
2024-06-17,SKU200,ANZ-West,139
2024-06-17,SKU210,ANZ-North,109
2024-06-17,SKU210,ANZ-South,151
2024-06-17,SKU210,ANZ-East,142
2024-06-17,SKU210,ANZ-West,125
2024-06-17,SKU300,ANZ-North,101
2024-06-17,SKU300,ANZ-South,89
2024-06-17,SKU300,ANZ-East,100
2024-06-17,SKU300,ANZ-West,150
2024-06-17,SKU310,ANZ-North,95
2024-06-17,SKU310,ANZ-South,101
2024-06-17,SKU310,ANZ-East,100
2024-06-17,SKU310,ANZ-West,82
2024-06-18,SKU100,ANZ-North,207
2024-06-18,SKU100,ANZ-South,252
2024-06-18,SKU100,ANZ-East,231
2024-06-18,SKU100,ANZ-West,262
2024-06-18,SKU110,ANZ-North,130
2024-06-18,SKU110,ANZ-South,139
2024-06-18,SKU110,ANZ-East,173
2024-06-18,SKU110,ANZ-West,136
2024-06-18,SKU200,ANZ-North,168
2024-06-18,SKU200,ANZ-South,138
2024-06-18,SKU200,ANZ-East,102
2024-06-18,SKU200,ANZ-West,151
2024-06-18,SKU210,ANZ-North,133
2024-06-18,SKU210,ANZ-South,139
2024-06-18,SKU210,ANZ-East,153
2024-06-18,SKU210,ANZ-West,133
2024-06-18,SKU300,ANZ-North,113
2024-06-18,SKU300,ANZ-South,94
2024-06-18,SKU300,ANZ-East,126
2024-06-18,SKU300,ANZ-West,115
2024-06-18,SKU310,ANZ-North,125
2024-06-18,SKU310,ANZ-South,112
2024-06-18,SKU310,ANZ-East,74
2024-06-18,SKU310,ANZ-West,81
2024-06-19,SKU100,ANZ-North,200
2024-06-19,SKU100,ANZ-South,236
2024-06-19,SKU100,ANZ-East,233
2024-06-19,SKU100,ANZ-West,213
2024-06-19,SKU110,ANZ-North,139
2024-06-19,SKU110,ANZ-South,148
2024-06-19,SKU110,ANZ-East,135
2024-06-19,SKU110,ANZ-West,155
2024-06-19,SKU200,ANZ-North,141
2024-06-19,SKU200,ANZ-South,150
2024-06-19,SKU200,ANZ-East,155
2024-06-19,SKU200,ANZ-West,154
2024-06-19,SKU210,ANZ-North,114
2024-06-19,SKU210,ANZ-South,126
2024-06-19,SKU210,ANZ-East,103
2024-06-19,SKU210,ANZ-West,129
2024-06-19,SKU300,ANZ-North,101
2024-06-19,SKU300,ANZ-South,99
2024-06-19,SKU300,ANZ-East,108
2024-06-19,SKU300,ANZ-West,113
2024-06-19,SKU310,ANZ-North,90
2024-06-19,SKU310,ANZ-South,70
2024-06-19,SKU310,ANZ-East,96
2024-06-19,SKU310,ANZ-West,97
2024-06-20,SKU100,ANZ-North,233
2024-06-20,SKU100,ANZ-South,284
2024-06-20,SKU100,ANZ-East,236
2024-06-20,SKU100,ANZ-West,212
2024-06-20,SKU110,ANZ-North,153
2024-06-20,SKU110,ANZ-South,146
2024-06-20,SKU110,ANZ-East,161
2024-06-20,SKU110,ANZ-West,147
2024-06-20,SKU200,ANZ-North,154
2024-06-20,SKU200,ANZ-South,153
2024-06-20,SKU200,ANZ-East,154
2024-06-20,SKU200,ANZ-West,173
2024-06-20,SKU210,ANZ-North,129
2024-06-20,SKU210,ANZ-South,101
2024-06-20,SKU210,ANZ-East,144
2024-06-20,SKU210,ANZ-West,157
2024-06-20,SKU300,ANZ-North,109
2024-06-20,SKU300,ANZ-South,142
2024-06-20,SKU300,ANZ-East,79
2024-06-20,SKU300,ANZ-West,90
2024-06-20,SKU310,ANZ-North,83
2024-06-20,SKU310,ANZ-South,113
2024-06-20,SKU310,ANZ-East,126
2024-06-20,SKU310,ANZ-West,96
2024-06-21,SKU100,ANZ-North,264
2024-06-21,SKU100,ANZ-South,191
2024-06-21,SKU100,ANZ-East,205
2024-06-21,SKU100,ANZ-West,178
2024-06-21,SKU110,ANZ-North,126
2024-06-21,SKU110,ANZ-South,157
2024-06-21,SKU110,ANZ-East,140
2024-06-21,SKU110,ANZ-West,134
2024-06-21,SKU200,ANZ-North,144
2024-06-21,SKU200,ANZ-South,168
2024-06-21,SKU200,ANZ-East,137
2024-06-21,SKU200,ANZ-West,144
2024-06-21,SKU210,ANZ-North,137
2024-06-21,SKU210,ANZ-South,124
2024-06-21,SKU210,ANZ-East,131
2024-06-21,SKU210,ANZ-West,125
2024-06-21,SKU300,ANZ-North,118
2024-06-21,SKU300,ANZ-South,123
2024-06-21,SKU300,ANZ-East,115
2024-06-21,SKU300,ANZ-West,122
2024-06-21,SKU310,ANZ-North,103
2024-06-21,SKU310,ANZ-South,111
2024-06-21,SKU310,ANZ-East,92
2024-06-21,SKU310,ANZ-West,103
2024-06-22,SKU100,ANZ-North,240
2024-06-22,SKU100,ANZ-South,207
2024-06-22,SKU100,ANZ-East,193
2024-06-22,SKU100,ANZ-West,206
2024-06-22,SKU110,ANZ-North,137
2024-06-22,SKU110,ANZ-South,118
2024-06-22,SKU110,ANZ-East,146
2024-06-22,SKU110,ANZ-West,129
2024-06-22,SKU200,ANZ-North,165
2024-06-22,SKU200,ANZ-South,164
2024-06-22,SKU200,ANZ-East,184
2024-06-22,SKU200,ANZ-West,153
2024-06-22,SKU210,ANZ-North,154
2024-06-22,SKU210,ANZ-South,148
2024-06-22,SKU210,ANZ-East,137
2024-06-22,SKU210,ANZ-West,131
2024-06-22,SKU300,ANZ-North,139
2024-06-22,SKU300,ANZ-South,86
2024-06-22,SKU300,ANZ-East,95
2024-06-22,SKU300,ANZ-West,81
2024-06-22,SKU310,ANZ-North,115
2024-06-22,SKU310,ANZ-South,129
2024-06-22,SKU310,ANZ-East,108
2024-06-22,SKU310,ANZ-West,105
2024-06-23,SKU100,ANZ-North,212
2024-06-23,SKU100,ANZ-South,209
2024-06-23,SKU100,ANZ-East,183
2024-06-23,SKU100,ANZ-West,207
2024-06-23,SKU110,ANZ-North,141
2024-06-23,SKU110,ANZ-South,128
2024-06-23,SKU110,ANZ-East,162
2024-06-23,SKU110,ANZ-West,135
2024-06-23,SKU200,ANZ-North,156
2024-06-23,SKU200,ANZ-South,181
2024-06-23,SKU200,ANZ-East,161
2024-06-23,SKU200,ANZ-West,190
2024-06-23,SKU210,ANZ-North,99
2024-06-23,SKU210,ANZ-South,142
2024-06-23,SKU210,ANZ-East,132
2024-06-23,SKU210,ANZ-West,126
2024-06-23,SKU300,ANZ-North,138
2024-06-23,SKU300,ANZ-South,125
2024-06-23,SKU300,ANZ-East,107
2024-06-23,SKU300,ANZ-West,117
2024-06-23,SKU310,ANZ-North,87
2024-06-23,SKU310,ANZ-South,113
2024-06-23,SKU310,ANZ-East,100
2024-06-23,SKU310,ANZ-West,120
2024-06-24,SKU100,ANZ-North,154
2024-06-24,SKU100,ANZ-South,287
2024-06-24,SKU100,ANZ-East,207
2024-06-24,SKU100,ANZ-West,226
2024-06-24,SKU110,ANZ-North,178
2024-06-24,SKU110,ANZ-South,133
2024-06-24,SKU110,ANZ-East,177
2024-06-24,SKU110,ANZ-West,177
2024-06-24,SKU200,ANZ-North,182
2024-06-24,SKU200,ANZ-South,156
2024-06-24,SKU200,ANZ-East,137
2024-06-24,SKU200,ANZ-West,168
2024-06-24,SKU210,ANZ-North,136
2024-06-24,SKU210,ANZ-South,120
2024-06-24,SKU210,ANZ-East,132
2024-06-24,SKU210,ANZ-West,127
2024-06-24,SKU300,ANZ-North,86
2024-06-24,SKU300,ANZ-South,110
2024-06-24,SKU300,ANZ-East,114
2024-06-24,SKU300,ANZ-West,126
2024-06-24,SKU310,ANZ-North,98
2024-06-24,SKU310,ANZ-South,102
2024-06-24,SKU310,ANZ-East,87
2024-06-24,SKU310,ANZ-West,113
2024-06-25,SKU100,ANZ-North,226
2024-06-25,SKU100,ANZ-South,200
2024-06-25,SKU100,ANZ-East,235
2024-06-25,SKU100,ANZ-West,205
2024-06-25,SKU110,ANZ-North,146
2024-06-25,SKU110,ANZ-South,162
2024-06-25,SKU110,ANZ-East,143
2024-06-25,SKU110,ANZ-West,141
2024-06-25,SKU200,ANZ-North,171
2024-06-25,SKU200,ANZ-South,171
2024-06-25,SKU200,ANZ-East,127
2024-06-25,SKU200,ANZ-West,134
2024-06-25,SKU210,ANZ-North,133
2024-06-25,SKU210,ANZ-South,83
2024-06-25,SKU210,ANZ-East,146
2024-06-25,SKU210,ANZ-West,116
2024-06-25,SKU300,ANZ-North,122
2024-06-25,SKU300,ANZ-South,130
2024-06-25,SKU300,ANZ-East,120
2024-06-25,SKU300,ANZ-West,127
2024-06-25,SKU310,ANZ-North,109
2024-06-25,SKU310,ANZ-South,114
2024-06-25,SKU310,ANZ-East,113
2024-06-25,SKU310,ANZ-West,107
2024-06-26,SKU100,ANZ-North,184
2024-06-26,SKU100,ANZ-South,240
2024-06-26,SKU100,ANZ-East,227
2024-06-26,SKU100,ANZ-West,235
2024-06-26,SKU110,ANZ-North,142
2024-06-26,SKU110,ANZ-South,154
2024-06-26,SKU110,ANZ-East,144
2024-06-26,SKU110,ANZ-West,187
2024-06-26,SKU200,ANZ-North,115
2024-06-26,SKU200,ANZ-South,168
2024-06-26,SKU200,ANZ-East,155
2024-06-26,SKU200,ANZ-West,163
2024-06-26,SKU210,ANZ-North,167
2024-06-26,SKU210,ANZ-South,170
2024-06-26,SKU210,ANZ-East,103
2024-06-26,SKU210,ANZ-West,123
2024-06-26,SKU300,ANZ-North,106
2024-06-26,SKU300,ANZ-South,107
2024-06-26,SKU300,ANZ-East,96
2024-06-26,SKU300,ANZ-West,111
2024-06-26,SKU310,ANZ-North,98
2024-06-26,SKU310,ANZ-South,90
2024-06-26,SKU310,ANZ-East,120
2024-06-26,SKU310,ANZ-West,102
2024-06-27,SKU100,ANZ-North,198
2024-06-27,SKU100,ANZ-South,261
2024-06-27,SKU100,ANZ-East,236
2024-06-27,SKU100,ANZ-West,203
2024-06-27,SKU110,ANZ-North,150
2024-06-27,SKU110,ANZ-South,124
2024-06-27,SKU110,ANZ-East,135
2024-06-27,SKU110,ANZ-West,171
2024-06-27,SKU200,ANZ-North,158
2024-06-27,SKU200,ANZ-South,154
2024-06-27,SKU200,ANZ-East,168
2024-06-27,SKU200,ANZ-West,171
2024-06-27,SKU210,ANZ-North,144
2024-06-27,SKU210,ANZ-South,153
2024-06-27,SKU210,ANZ-East,161
2024-06-27,SKU210,ANZ-West,121
2024-06-27,SKU300,ANZ-North,82
2024-06-27,SKU300,ANZ-South,126
2024-06-27,SKU300,ANZ-East,118
2024-06-27,SKU300,ANZ-West,106
2024-06-27,SKU310,ANZ-North,93
2024-06-27,SKU310,ANZ-South,87
2024-06-27,SKU310,ANZ-East,106
2024-06-27,SKU310,ANZ-West,133
2024-06-28,SKU100,ANZ-North,203
2024-06-28,SKU100,ANZ-South,216
2024-06-28,SKU100,ANZ-East,201
2024-06-28,SKU100,ANZ-West,247
2024-06-28,SKU110,ANZ-North,124
2024-06-28,SKU110,ANZ-South,124
2024-06-28,SKU110,ANZ-East,153
2024-06-28,SKU110,ANZ-West,122
2024-06-28,SKU200,ANZ-North,165
